code UAI;n° SIRET;type d'établissement;nom;sigle;statut;tutelle;université de rattachement libellé et UAI;université de rattachement ID et URL Onisep;établissements liés libellés;établissements liés URL et ID Onisep;boîte postale;adresse;CP;commune;commune (COG);cedex;telephone;arrondissement;département;académie;région;région (COG);longitude (X);latitude (Y);journées portes ouvertes;langues enseignées;URL et ID Onisep;date création;date de modification
0780269U;19780269700015;collège;Collège Guy de Maupassant;;public;Ministère chargé de l'Éducation nationale;;;;;;32 rue Camille Pelletan;78800;Houilles;78311;;01 61 04 32 60;;Yvelines;Versailles;Ile-de-France;11;2.18736;48.9273;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Portugais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14117;06/06/2020;22/07/2024
0141864A;78077524300014;collège;Collège institut Saint-Jean Eudes;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;530 rue André Halbout;14500;Vire Normandie;14762;;02 31 68 10 63;;Calvados;Normandie;Normandie;28;-0.886314;48.8427;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8842;06/06/2020;22/05/2026
0650036L;19650036700012;collège;Collège du Val d'Arros;;public;Ministère chargé de l'Éducation nationale;;;;;;Chemin de l'Arros;65190;Tournay;65447;;05 62 35 71 85;;Hautes-Pyrénées;Toulouse;Occitanie;76;0.242122;43.1853;;Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures régionales : occitan - langue d'oc;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.773;06/06/2020;11/09/2024
0760079Y;19760079400014;collège;Collège Albert Schweitzer;;public;Ministère chargé de l'Éducation nationale;;;;;BP 95;Rue Léon Blum;76270;Neufchâtel-en-Bray;76462;;02 35 93 01 36;;Seine-Maritime;Normandie;Normandie;28;1.44003;49.736;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2270;06/06/2020;06/06/2020
0572925V;78000231700029;collège;Collège de la Salle;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;2 rue Saint-Maximin;57070;Metz;57463;;03 87 20 02 00;;Moselle;Nancy-Metz;Grand Est;44;6.1927;49.1041;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1779;06/06/2020;11/02/2026
0751707Y;19751707100019;collège;Collège Édouard Pailleron;;public;Ministère chargé de l'Éducation nationale;;;;;;33 rue Édouard Pailleron;75019;Paris;75100;;01 42 00 17 00;19;Paris;Paris;Ile-de-France;11;2.37869;48.8812;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3668;06/06/2020;18/11/2025
0910752Y;19910752500016;collège;Collège Chantemerle;;public;Ministère chargé de l'Éducation nationale;;;;;;9 boulevard Georges Michel;91100;Corbeil-Essonnes;91174;;01 64 96 16 38;;Essonne;Versailles;Ile-de-France;11;2.46833;48.6058;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14481;06/06/2020;22/07/2024
0741833R;;collège;Collège de Saint-Cergues;;public;Ministère chargé de l'Éducation nationale;;;;;;Route du Bourgeau;74140;Saint-Cergues;74229;;;;Haute-Savoie;Grenoble;Auvergne-Rhône-Alpes;84;6.3076511035413;46.223213896418;;Allemand, Anglais, Espagnol, Italien;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24856;11/12/2024;04/09/2025
0251857H;19251678900018;collège;Collège Claude Girard;;public;Ministère chargé de l'Éducation nationale;;;;;;Allée des Sorentines;25870;Châtillon-le-Duc;25133;;03 81 56 96 50;;Doubs;Besançon;Bourgogne-Franche-Comté;27;6.0037;47.3155;;Allemand, Anglais, Chinois, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4400;06/06/2020;27/05/2026
0595175E;19595175100013;collège;Collège Fénelon;;public;Ministère chargé de l'Éducation nationale;;;Lycée Fénelon à Cambrai (59);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1386;BP 407;Place Fénelon;59407;Cambrai;59122;Cedex;03 27 72 77 77;;Nord;Lille;Hauts-de-France;32;3.228360414505;50.176025502748;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : allemand, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11184;06/06/2020;01/10/2025
0672076T;19672076700017;collège;Collège du Bastberg;;public;Ministère chargé de l'Éducation nationale;;;;;;Boulevard Koch;67330;Bouxwiller;67061;;03 88 71 39 71;;Bas-Rhin;Strasbourg;Grand Est;44;7.48265;48.8265;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : allemand, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5255;06/06/2020;02/01/2024
0771563F;19771563400014;collège;Collège Eugène Delacroix;;public;Ministère chargé de l'Éducation nationale;;;;;;Rue Eugène Delacroix;77680;Roissy-en-Brie;77390;;01 60 18 31 30;;Seine-et-Marne;Créteil;Ile-de-France;11;2.66473;48.7961;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14154;06/06/2020;25/11/2025
0931979W;19931979900011;collège;Collège Georges Brassens;;public;Ministère chargé de l'Éducation nationale;;;;;;2 avenue Léon Jouhaux;93270;Sevran;93071;;01 41 52 10 50;;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.53834;48.9388;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4406;06/06/2020;14/11/2023
0040052K;19040052300014;collège;Collège Camille Reymond;;public;Ministère chargé de l'Éducation nationale;;;;;;Quartier de la Bastide Neuve;04160;Château-Arnoux-Saint-Auban;04049;;04 92 64 04 41;;Alpes-de-Haute-Provence;Aix-Marseille;Provence-Alpes-Côte d'Azur;93;5.9976;44.0812;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : italien, Langues et cultures régionales : occitan - langue d’oc provençal;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7061;06/06/2020;02/02/2022
0440314C;19440314300010;collège;Collège Jean Moulin;;public;Ministère chargé de l'Éducation nationale;;;Lycée professionnel André Boulloche à Saint-Nazaire (44);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6222;BP 419;32 rue du Plessis;44606;Saint-Nazaire;44184;Cedex;02 51 76 04 60;;Loire-Atlantique;Nantes;Pays de la Loire;52;-2.22331;47.2867;;Allemand, Anglais, Espagnol, Français et culture antique, Langues et cultures de l'Antiquité : latin, Langues et cultures régionales : breton;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12384;06/06/2020;06/06/2020
0133864E;77555830700184;centre de formation d'apprentis;A ter à Cheval antenne du CFA Régional - Formation Adaptée;CFAR-FA;privé;;;;CFA Régional - Formation Adaptée siège social à Aix-en-Provence (13) | Les Marronniers antenne du CFA Régional - Formation Adaptée à Marseille (13);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18547 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2044;;4 bis avenue de Lattre de Tassigny;13090;Aix-en-Provence;13001;;04 42 50 35 47;;Bouches-du-Rhône;Aix-Marseille;Provence-Alpes-Côte d'Azur;93;5.438375;43.530134;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17444;06/06/2020;22/06/2026
0771817G;19771357100010;centre de formation d'apprentis;CFA de La Bretonnière;;public;Ministère de l'agriculture, de l'agro-alimentaire et de la souveraineté alimentaire;;;Lycée d'enseignement général technologique et professionnel agricole La Bretonnière à Chailly-en-Brie (77);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10092;;67 rue du Séquoia, Hameau de La Bretonnière;77120;Chailly-en-Brie;77070;;01 64 75 87 50;;Seine-et-Marne;Créteil;Ile-de-France;11;3.1499419215834;48.812710944997;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13445;06/06/2020;06/01/2026
0772242U;30540504501429;centre de formation d'apprentis;CFA en transport et logistique - AFTRAL Noisiel;AFTRAL - CFATL;privé;;;;CFA en transport et logistique - AFTRAL Aulnay-sous-Bois à Aulnay-sous-Bois (93) | CFA en transport et logistique - AFTRAL Le Tremblay à Le Tremblay-sur-Mauldre (78);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23047 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4298;;15 rue de la Mare Blanche;77186;Noisiel;77337;;01 64 11 59 60;;Seine-et-Marne;Créteil;Ile-de-France;11;2.6226594;48.8494371;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13809;06/06/2020;28/01/2026
0932760V;77572845400205;centre de formation d'apprentis;CFA AFORP - site de Tremblay-en-France;;privé;Ministère chargé des Entreprises et du commerce;;;AFORP - CFA de l'industrie Seine-et-Marne à Emerainville (77) | AFORP - CFA de l'industrie Seine et Marne - site de Melun Vaux-le-Pénil à Vaux-le-Pénil (77) | CFA AFORP - site de Mantes-la-Ville à Mantes-la-Ville (78);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4452 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18119 | https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19229;;64 avenue de la plaine de France;93290;Tremblay-en-France;93073;;01 43 11 10 70;;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.42213;48.9288;;Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13807;06/06/2020;17/02/2026
0861457S;20009661800018;collège;Collège Joséphine Baker;;public;Ministère chargé de l'Éducation nationale;;;;;;1 place de la Mémoire;86580;Vouneuil-sous-Biard;86297;;05 86 54 01 20;;Vienne;Poitiers;Nouvelle-Aquitaine;75;0.29080173849659;46.601121760053;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22655;11/04/2022;19/02/2026
0890979F;19890979800011;collège;Collège La Chenevière des Arbres;;public;Ministère chargé de l'Éducation nationale;;;;;BP 23;10 rue du Collège;89160;Ancy-le-Franc;89005;;03 86 75 19 90;;Yonne;Dijon;Bourgogne-Franche-Comté;27;4.16958;47.7732;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13617;06/06/2020;12/03/2026
0133243E;19130558000018;collège;Collège Font d'Aurumy;;public;Ministère chargé de l'Éducation nationale;;;;;;Font d'Aurumy et Masse;13710;Fuveau;13040;;04 42 68 02 77;;Bouches-du-Rhône;Aix-Marseille;Provence-Alpes-Côte d'Azur;93;5.55914;43.4463;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : allemand, Langues et cultures régionales : occitan - langue d’oc provençal;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10578;06/06/2020;06/06/2020
0730004H;19730004900016;collège;Collège Jacques Prévert;;public;Ministère chargé de l'Éducation nationale;;;;;;71 rue du Collège, Albens;73410;Entrelacs;73010;;04 79 54 18 60;;Savoie;Grenoble;Auvergne-Rhône-Alpes;84;5.94672;45.7877;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13873;06/06/2020;04/10/2022
0830836H;19830836300011;collège;Collège Frédéric Joliot Curie;;public;Ministère chargé de l'Éducation nationale;;;;;;Avenue du Collège, Quartier de la Crotage;83320;Carqueiranne;83034;;04 94 58 55 21;;Var;Nice;Provence-Alpes-Côte d'Azur;93;6.07086;43.0934;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15237;06/06/2020;06/06/2020
0800018K;19800018400012;collège;Collège Édouard Lucas;;public;Ministère chargé de l'Éducation nationale;;;;;;1 rue Édouard Lucas;80016;Amiens;80021;Cedex 1;03 22 43 81 23;;Somme;Amiens;Hauts-de-France;32;2.2690415382385;49.898926224839;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1962;06/06/2020;03/06/2026
0921496B;19921496600020;collège;Collège Georges Pompidou;;public;Ministère chargé de l'Éducation nationale;;;;;;20 avenue du Château-du-Loir;92400;Courbevoie;92026;;01 47 88 38 76;;Hauts-de-Seine;Versailles;Ile-de-France;11;2.25397;48.9001;;Allemand, Anglais, Espagnol, Japonais, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14383;06/06/2020;22/07/2024
0595757M;19595757600018;collège;Collège Henri Durez;;public;Ministère chargé de l'Éducation nationale;;;;;;Rue de Merville;59940;Estaires;59212;;03 28 40 84 91;;Nord;Lille;Hauts-de-France;32;2.70559;50.643;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6412;06/06/2020;19/09/2023
0490032U;19490032000012;collège;Collège Jean Zay;;public;Ministère chargé de l'Éducation nationale;;;;;;2 rue David d'Angers;49460;Montreuil-Juigné;49214;;02 41 18 29 80;;Maine-et-Loire;Nantes;Pays de la Loire;52;-0.607923;47.5295;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5663;06/06/2020;06/06/2020
0540106X;19540106200011;collège;Collège La Craffe;;public;Ministère chargé de l'Éducation nationale;;;;;;2 rue de la Craffe;54000;Nancy;54395;;03 83 35 38 29;;Meurthe-et-Moselle;Nancy-Metz;Grand Est;44;6.17715;48.699;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13450;06/06/2020;24/06/2024
0060085K;19060085800012;collège;Collège international Joseph Vernier;;public;Ministère chargé de l'Éducation nationale;;;;;;33 rue Vernier;06000;Nice;06088;;04 92 14 67 90;;Alpes-Maritimes;Nice;Provence-Alpes-Côte d'Azur;93;7.25894;43.7068;;Anglais, Arabe, Chinois, Espagnol, Italien, Langues et cultures de l'Antiquité : latin, Portugais, Russe;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1576;06/06/2020;23/02/2026
0730002F;19730002300011;collège;Collège Jovet;;public;Ministère chargé de l'Éducation nationale;;;;;BP 54;119 route de Frebuge;73212;Aime-la-Plagne;73006;Cedex;04 79 09 70 70;;Savoie;Grenoble;Auvergne-Rhône-Alpes;84;6.65522;45.5575;;Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9561;06/06/2020;04/10/2022
0690652J;77564467700012;école de production;Ateliers d'apprentissage de l'industrie Boisard, École de production;EPRA;privé sous contrat;;;;;;;148 avenue Franklin Roosevelt;69120;Vaulx-en-Velin;69256;;04 78 49 03 78;;Rhône;Lyon;Auvergne-Rhône-Alpes;84;4.93493;45.7553;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12615;06/06/2020;20/11/2025
0624235S;78395222900020;centre de formation d'apprentis;Centre de formation aux produits de la mer et de la terre;CFPMT;privé;;;;;;;8-10 rue de Verdun;62200;Boulogne-sur-Mer;62160;;03 21 99 20 50;;Pas-de-Calais;Lille;Hauts-de-France;32;1.5949;50.7212;;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6680;06/06/2020;09/06/2026
0221127F;19221127400027;collège;Collège Jean Monnet;;public;Ministère chargé de l'Éducation nationale;;;;;BP 2;15 route de Lamballe;22250;Broons;22020;;02 96 84 61 56;;Côtes-d'Armor;Rennes;Bretagne;53;-2.26553;48.3243;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures régionales : gallo;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4267;06/06/2020;29/04/2026
0593177H;19593177900019;collège;Collège Jean Zay;;public;Ministère chargé de l'Éducation nationale;;;;;;31 rue Adolphe Defrenne;59160;Lille;59350;;03 20 00 54 70;;Nord;Lille;Hauts-de-France;32;2.9855;50.6478;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : allemand;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13495;06/06/2020;21/05/2025
0190014M;19190014100018;collège;Collège Jean Lurçat;;public;Ministère chargé de l'Éducation nationale;;;;;;1 rue René Audierne;19100;Brive-la-Gaillarde;19031;;05 55 18 07 80;;Corrèze;Limoges;Nouvelle-Aquitaine;75;1.54377;45.1679;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15055;06/06/2020;10/03/2026
0921911C;78540647100025;collège;Collège Jeanne d'Arc;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Lycée Jeanne d'Arc à Montrouge (92);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6934;;44 rue Gabriel Péri;92120;Montrouge;92049;;01 49 65 61 60;;Hauts-de-Seine;Versailles;Ile-de-France;11;2.31847;48.8189;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3412;06/06/2020;17/09/2025
0912276E;20001112000017;collège;Collège Germaine Tillion;;public;Ministère chargé de l'Éducation nationale;;;;;;47 rue de Cochet;91510;Lardy;91330;;01 64 59 25 20;;Essonne;Versailles;Ile-de-France;11;2.2932;48.525;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15087;06/06/2020;22/07/2024
0600018U;19600018600011;collège;Collège Gaëtan Denain;;public;Ministère chargé de l'Éducation nationale;;;;;;30 rue Saint-Joseph;60200;Compiègne;60159;;03 44 36 34 00;;Oise;Amiens;Hauts-de-France;32;2.81999;49.4115;;Allemand, Anglais, Espagnol, Langues et cultures européennes : anglais, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4179;06/06/2020;20/05/2025
0891053L;77865185100025;collège;Collège Jeanne d'Arc;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;Lycée polyvalent privé Jeanne d'Arc à Avallon (89);https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5648;;69 grande rue Aristide Briand;89200;Avallon;89025;;03 86 34 12 20;;Yonne;Dijon;Bourgogne-Franche-Comté;27;3.9075;47.487;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5647;06/06/2020;09/06/2026
0760069M;19760069500021;collège;Collège les Acacias;;public;Ministère chargé de l'Éducation nationale;;;;;;22 rue des Écoles;76620;Le Havre;76351;;02 35 13 07 10;;Seine-Maritime;Normandie;Normandie;28;0.136574;49.5098;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2798;06/06/2020;19/11/2025
0170008S;19170008700015;collège;Collège les Vieilles Vignes;;public;Ministère chargé de l'Éducation nationale;;;;;;14 bis Route de Talmont;17120;Cozes;17131;;05 46 90 71 47;;Charente-Maritime;Poitiers;Nouvelle-Aquitaine;75;-0.841985;45.5784;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2535;06/06/2020;04/02/2026
0660028X;19660028200012;collège;Collège Jean Mermoz;;public;Ministère chargé de l'Éducation nationale;;;;;BP 32;17 avenue Maréchal Joffre;66250;Saint-Laurent-de-la-Salanque;66180;;04 68 28 01 50;;Pyrénées-Orientales;Montpellier;Occitanie;76;2.98475;42.7716;;Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin, Langues et cultures régionales : catalan;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10996;06/06/2020;15/05/2025
0110666P;19110666500018;collège;Collège le Bastion;;public;Ministère chargé de l'Éducation nationale;;;;;;24 boulevard de Varsovie;11000;Carcassonne;11069;;04 68 25 90 31;;Aude;Montpellier;Occitanie;76;2.3489;43.2164;;Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Langues et cultures régionales : occitan - langue d'oc, Russe;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13098;06/06/2020;01/12/2025
0061209G;19061209300012;collège;Collège Jean Cocteau;;public;Ministère chargé de l'Éducation nationale;;;;;;1 rue Charles II Comte de Provence;06310;Beaulieu-sur-Mer;06011;;04 93 01 11 12;;Alpes-Maritimes;Nice;Provence-Alpes-Côte d'Azur;93;7.32811;43.7034;;Allemand, Anglais, Espagnol, Italien;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1821;06/06/2020;06/06/2020
0541819J;19541819900012;collège;Collège Guynemer;;public;Ministère chargé de l'Éducation nationale;;;;;;21 boulevard Joffre;54000;Nancy;54395;;03 83 17 01 60;;Meurthe-et-Moselle;Nancy-Metz;Grand Est;44;6.17968;48.6874;;Anglais, Espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14264;06/06/2020;24/06/2024
0400729A;19400729000027;collège;Collège Léonce Dussarrat dit Léon des Landes;;public;Ministère chargé de l'Éducation nationale;;;;;;2 boulevard du Collège;40100;Dax;40088;;05 58 74 05 05;;Landes;Bordeaux;Nouvelle-Aquitaine;75;-1.0595;43.7059;;Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Portugais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1795;06/06/2020;11/02/2026
0932261C;19932223100010;collège;Collège Joséphine Baker;;public;Ministère chargé de l'Éducation nationale;;;;;;12 rue Mariton;93400;Saint-Ouen;93070;;01 49 21 08 80;;Seine-Saint-Denis;Créteil;Ile-de-France;11;2.33716;48.9059;;Allemand, Anglais, Arabe, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4357;06/06/2020;04/06/2021
0711350G;19711350900016;collège;Collège La Châtaigneraie;;public;Ministère chargé de l'Éducation nationale;;;;;BP 25;Rue Talleyrand;71401;Autun;71014;Cedex;03 85 52 06 24;;Saône-et-Loire;Dijon;Bourgogne-Franche-Comté;27;4.28353;46.946;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8206;06/06/2020;12/03/2026
0951909J;19951909100011;collège;Collège Maurice Utrillo;;public;Ministère chargé de l'Éducation nationale;;;;;;8 rue Jules Ferry;95360;Montmagny;95427;;01 34 28 66 70;;Val-d'Oise;Versailles;Ile-de-France;11;2.33894;48.9645;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11331;06/06/2020;03/05/2022
0740109S;87790667700019;collège;Collège Notre-Dame;;privé sous contrat;Ministère chargé de l'Éducation nationale;;;;;;149 route de Thonon;74470;Bellevaux;74032;;04 50 73 70 24;;Haute-Savoie;Grenoble;Auvergne-Rhône-Alpes;84;6.5317340959805;46.25785775;;Anglais, Espagnol, Italien;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16281;06/06/2020;25/03/2024
0800029X;19800029100015;collège;Collège Jean Rostand;;public;Ministère chargé de l'Éducation nationale;;;;;;2 rue des Tilleuls;80600;Doullens;80253;;03 22 77 73 90;;Somme;Amiens;Hauts-de-France;32;2.3348;50.1557;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8829;06/06/2020;09/06/2026
0131604Y;19131604100018;collège;Collège Henri Wallon;;public;Ministère chargé de l'Éducation nationale;;;;;;Traverse du Couvent;13014;Marseille;13200;;04 91 21 50 20;14;Bouches-du-Rhône;Aix-Marseille;Provence-Alpes-Côte d'Azur;93;5.38618;43.3196;;Allemand, Anglais, Espagnol, Italien, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6189;06/06/2020;06/06/2020
0530791X;19530791300010;collège;Collège Maurice Genevoix;;public;Ministère chargé de l'Éducation nationale;;;;;;16 boulevard du Collège;53170;Meslay-du-Maine;53152;;02 43 98 43 55;;Mayenne;Nantes;Pays de la Loire;52;-0.554277;47.9484;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1718;06/06/2020;03/05/2022
0921353W;19921353900026;collège;Collège Les Chènevreux;;public;Ministère chargé de l'Éducation nationale;;;;;;20 rue des Chènevreux;92000;Nanterre;92050;;01 41 20 05 26;;Hauts-de-Seine;Versailles;Ile-de-France;11;2.20955;48.8845;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Portugais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6082;06/06/2020;22/07/2024
0332085M;19332085000012;collège;Collège Jean Auriac;;public;Ministère chargé de l'Éducation nationale;;;;;BP 4;4 rue de Peytot;33500;Arveyres;33015;;05 57 24 80 99;;Gironde;Bordeaux;Nouvelle-Aquitaine;75;-0.284971;44.8837;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : anglais, Russe;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13936;06/06/2020;03/02/2026
0572496D;19572496800019;collège;Collège Jean Seitlinger;;public;Ministère chargé de l'Éducation nationale;;;;;;38 rue de Montbronn;57410;Rohrbach-lès-Bitche;57589;;03 87 50 90 40;;Moselle;Nancy-Metz;Grand Est;44;7.27423;49.0401;;Allemand, Anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8739;06/06/2020;17/02/2022
0160031X;19160031100010;collège;Collège le Petit Mairat;;public;Ministère chargé de l'Éducation nationale;;;;;;8 rue des Sports;16310;Montemboeuf;16225;;05 45 65 02 72;;Charente;Poitiers;Nouvelle-Aquitaine;75;0.558611;45.7764;;Anglais, Espagnol, Français et culture antique, Langues et cultures de l'Antiquité : latin, Langues et cultures européennes : espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8834;06/06/2020;05/03/2026
0771362M;19771362100013;collège;Collège Camille Saint-Saens;;public;Ministère chargé de l'Éducation nationale;;;;;;1 avenue du Général de Gaulle;77440;Lizy-sur-Ourcq;77257;;01 60 01 71 76;;Seine-et-Marne;Créteil;Ile-de-France;11;3.01537;49.0299;;Allemand, Anglais, Espagnol, Langues et cultures de l'Antiquité : grec, Langues et cultures de l'Antiquité : latin;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2141;06/06/2020;03/05/2022
